0,1.13537178892562e-34,3.87804916778799e-36,0.5,0,-5.81397537889329e-34,3.51246218283692e-36,4.73780946418013e-24,0,2.02482355894564e-34,-3.51229966654439e-34,1.61536280749922e-25,-3.48836470641646e-30,1.54592823788823,1.72546517636868,0.316212165834353,-3.81728836528897e-16
0.01,2.56578429881039e-07,2.86334709007961e-07,0.500000052628009,-6.36851827820657e-23,7.68660224685791e-05,8.57762706276701e-05,1.5780997175769e-05,-1.91119319369651e-20,0.0153302261249495,0.0171056252884394,0.00315323655867034,-3.82493844826575e-18,1.52014121662845,1.69568787411192,0.314434439944284,-3.83260073054624e-16
0.02,2.04403661120041e-06,2.28075750320331e-06,0.500000420431353,-5.09992118417284e-22,0.000305747378076342,0.000341122728306167,6.30054030481947e-05,-7.65499321759461e-20,0.0304033089231045,0.0339143173380925,0.00628867467977704,-7.66522585971733e-18,1.49449957252934,1.66607852861141,0.312652478321623,-3.84798629166761e-16
0.03,6.869694938537e-06,7.66415158394771e-06,0.500001416953492,-1.72295015801635e-21,0.000684079902413378,0.000763078438485441,0.000141495021455011,-1.72467856328156e-19,0.0452207021660719,0.0504277557165219,0.00940627200599416,-1.15209354302223e-17,1.46900330559091,1.63663713986717,0.310866280966371,-3.86344504865306e-16
0.04,1.62153048509509e-05,1.80878747854805e-05,0.500003353953805,-4.08813086859529e-21,0.00120931396878584,0.00134869926229107,0.000251071232660693,-3.07020291963451e-19,0.0597838596254583,0.0666476199912901,0.0125059861799958,-1.53921403556448e-17,1.44365241581316,1.60736370787919,0.309075847878527,-3.8789770015026e-16
0.05,3.15371942091443e-05,3.51739275316747e-05,0.500006541403357,-7.99265535266189e-21,0.00187891448821596,0.00209505785652425,0.000391554993356456,-4.80362558610325e-19,0.0740942350728707,0.0825755897299598,0.0155877748444561,-1.92789138318489e-17,1.41844690319609,1.57825823264746,0.307281179058092,-3.89458215021624e-16
0.06,5.42664126726216e-05,6.05151207927938e-05,0.500011287480661,-1.38252015678021e-20,0.00269036090944203,0.00299924367366181,0.000562766836660257,-6.92650707755914e-19,0.0881532822799156,0.0982133445000936,0.018651595642049,-2.31813290546987e-17,1.39338676773969,1.549320714172,0.305482274505065,-3.91026049479397e-16
0.07,8.58088770768508e-05,9.56752440422476e-05,0.500017898567444,-2.19760116462664e-20,0.00364114721891841,0.00405836296185621,0.000764526872116792,-9.44041522845997e-19,0.1019624550182,0.113562563869254,0.0216974062154487,-2.70994592200582e-17,1.36847200944397,1.5205511524528,0.303679134219447,-3.92601203523578e-16
0.08,0.000127545516810424,0.000142189233213348,0.500026679244411,-3.28368992145564e-20,0.00472878194081552,0.00526953876493552,0.000996654785697501,-1.23469251928499e-18,0.115523207059331,0.128624927405004,0.0247251642073293,-3.10333775237916e-17,1.34370262830894,1.49194954748985,0.301871758201237,-3.94183677154169e-16
0.09,0.000180832419192217,0.000201563338656067,0.500037932287007,-4.68012567130107e-20,0.00595078813701987,0.00662991092240345,0.00125896983980056,-1.56476194443596e-18,0.128836992174914,0.143402114674905,0.0277348272603648,-3.49831571617629e-17,1.31907862433458,1.46351589928317,0.300060146450436,-3.95773470371169e-16
0.1,0.000247000974848552,0.000275275293093791,0.500051958661185,-6.42640627153923e-20,0.00730470340713401,0.00813663606943934,0.00155129087325089,-1.93440877762059e-18,0.141905264136558,0.157895805246521,0.0307263530172294,-3.89488713298363e-17,1.2945999975209,1.43525020783275,0.298244298967043,-3.97370583174577e-16
0.11,0.000327358023090357,0.000364774479580078,0.500069057519168,-8.56218892484738e-20,0.00878807988847658,0.00978688763689814,0.00187343630130016,-2.34379273011924e-18,0.154729476715868,0.172107678687414,0.033699699120597,-4.29305932238758e-17,1.27026674786789,1.40715247313858,0.296424215751058,-3.98975015564395e-16
0.12,0.000423185997290325,0.000471482099455412,0.500089526195213,-1.11272909111625e-19,0.0103984842560823,0.0115778558513104,0.00222522411562676,-2.79307424517087e-18,0.167311083684451,0.186039414565147,0.0366548232131419,-4.69283960397456e-17,1.24607887537557,1.37922269520068,0.294599896802482,-4.00586767540622e-16
0.13,0.00053574307026008,0.000596791340303966,0.500113660201375,-1.41616903196398e-19,0.0121334977227019,0.0135067477348824,0.00260647188433584,-3.28241449797313e-18,0.179651538813915,0.199692692447282,0.0395916829375381,-5.09423529733096e-17,1.22203638004392,1.35146087401903,0.292771342121315,-4.02205839103258e-16
0.14,0.00066626329962733,0.000742067543910347,0.500141753223276,-1.77055267806115e-19,0.0139907160388022,0.015570787105496,0.00301699675195927,-3.81197539568226e-18,0.191752295875865,0.213069191901382,0.0425102359364596,-5.49725372204321e-17,1.19813926187295,1.32386700959365,0.290938551707556,-4.03832230252303e-16
0.15,0.000815956773213034,0.000908648374216362,0.500174097115861,-2.17991021975454e-19,0.0159677494925662,0.0177672145767085,0.00345661543945569,-4.38191957741318e-18,0.203614808641909,0.226170592495009,0.0454104398525805,-5.9019021976977e-17,1.17438752086266,1.29644110192453,0.289101525561206,-4.05465940987756e-16
0.16,0.00098600975440856,0.00109784398527777,0.50021098189917,-2.64828814790034e-19,0.0180622229098927,0.0200932875577531,0.00392514424421046,-4.99241041423943e-18,0.215240530883654,0.238998573795727,0.048292252328575,-6.30818804388086e-17,1.15078115701305,1.26918315101166,0.287260263682264,-4.07106971309619e-16
0.17,0.00117758482755285,0.00131093718922104,0.500252695754096,-3.17974932706005e-19,0.0202717756543969,0.0225462802535385,0.00442239904003568,-5.64361200919319e-18,0.226630916372706,0.251554815371097,0.0511556310071172,-6.71611858017908e-17,1.12732017032412,1.24209315685506,0.28541476607073,-4.08755321217891e-16
0.18,0.00139182104330956,0.00154918362420011,0.500299525018155,-3.7783730686963e-19,0.0225940616274099,0.0251234836646491,0.00494819527717021,-6.33568919726529e-18,0.237787418880672,0.263840996788682,0.054000533530881,-7.12570112617878e-17,1.10400456079586,1.21517111945471,0.283565032726605,-4.10410990712572e-16
