0,9.50735162972363e-27,-2.57957516007271e-28,1.5,3.92537186437975e-27,5.88423182117931e-26,1.67282471856916e-16,1,8.96242583543954e-28,-5.15012470494155e-27,4.61576107113036e-54
0.01,3.57259531429977e-07,-1.01936146867137e-07,1.5,0.000107014073355703,-3.05102676524744e-05,1.66047515652958e-16,0.999999359417938,0.000309889067050152,0.00108863784844251,-3.37357183314294e-07
0.02,2.84498958299892e-06,-8.09851709299837e-07,1.5,0.00042544139234798,-0.000120914874528857,1.64816101590898e-16,0.999997486295914,0.000611170302796956,0.00215728323956178,-1.31847076498712e-06
0.03,9.55778180423398e-06,-2.71428143944971e-06,1.5,0.000951377849964694,-0.000269534254355673,1.63588229477667e-16,0.999994452080067,0.000903905018640734,0.0032060499694206,-2.89798073513734e-06
0.04,2.25513084052083e-05,-6.38902927905418e-06,1.5,0.00168094366532718,-0.000474701811323558,1.62363899116624e-16,0.999990326247002,0.00118815520690488,0.00423505304556523,-5.03194900543846e-06
0.05,4.38425654178758e-05,-1.23912980640776e-05,1.5,0.00261028338369025,-0.000734763920087266,1.61143110307551e-16,0.999985176325946,0.00146398349556506,0.00524440861708259,-7.67784147322755e-06
0.06,7.54101159574059e-05,-2.12618192293524e-05,1.5,0.0037355658764422,-0.00104807992576566,1.59925862846659e-16,0.999979067921532,0.00173145310473993,0.0062342339070658,-1.07945096055861e-05
0.07,0.000119194333483518,-3.35249825132203e-05,1.5,0.0050529843411048,-0.00141302214394172,1.58712156526584e-16,0.999972064737173,0.00199062780491226,0.00720464714745085,-1.43421715886303e-05
0.08,0.000177097645061818,-4.96889656621733e-05,1.5,0.00655875630133329,-0.00182797586066253,1.57501991136388e-16,0.999964228598952,0.00224157187684834,0.00815576751618623,-1.82823930852115e-05
0.09,0.000250984774625129,-7.02458641354948e-05,1.5,0.00824912360691638,-0.00229133933243931,1.56295366461561e-16,0.99995561948,0.00248435007318253,0.00908771507669553,-2.25780676422331e-05
0.1,0.000342682986234831,-9.56718208099011e-05,1.5,0.0101203524337763,-0.00280152378624736,1.55092282284017e-16,0.999946295525297,0.00271902758163276,0.0100006107195923,-2.71933967868335e-05
0.11,0.000453982327342193,-0.000126427155684182,1.5,0.0121687332839687,-0.00335695341952613,1.53892738382098e-16,0.999936313076864,0.00294566998981235,0.0108945761066052,-3.20938698487758e-05
0.12,0.000586635872049706,-0.000162956495583842,1.5,0.0143905809856827,-0.00395606540017915,1.52696734530572e-16,0.999925726699286,0.00316434325160258,0.0117697336166708,-3.72462435445194e-05
0.13,0.000742359964372424,-0.000205688903865742,1.5,0.016782234693241,-0.0045973098665741,1.51504270500634e-16,0.999914589205545,0.00337511365505007,0.0126262062941504,-4.26185213566337e-05
0.14,0.00092283446149929,-0.00025503801012274,1.5,0.0193400578870996,-0.00527914992754272,1.50315346059902e-16,0.999902951683105,0.00357804779175273,0.013464117799127,-4.81799327404455e-05
0.15,0.00112970297705448,-0.000311402139888332,1.5,0.0220604383738481,-0.00600006166238093,1.49129960972426e-16,0.999890863520221,0.00377321252769739,0.0142835923597374,-5.39009121880968e-05
0.16,0.00136457312435873,-0.000375164444341294,1.5,0.0249397882862097,-0.00675853412084871,1.47948114998677e-16,0.999878372432442,0.00396067497551233,0.015084754726495,-5.97530781785231e-05
0.17,0.00162901675969067,-0.000446693030010323,1.5,0.0279745440830408,-0.00755306932317017,1.46769807895554e-16,0.999865524489258,0.00414050246809762,0.0158677301285577,-6.57092120402498e-05
0.18,0.00192457022554817,-0.000526341088478675,1.5,0.0311611665493315,-0.00838218226003355,1.45595039416385e-16,0.999852364140873,0.00431276253359614,0.0166326442318948,-7.17432367523445e-05
0.19,0.00225273459390967,-0.000614447026088812,1.5,0.0344961407962051,-0.00924440089259118,1.4442380931092e-16,0.999838934245071,0.00447752287166812,0.0173796230993086,-7.78301957073538e-05
0.2,0.0026149759094955,-0.000711334593647038,1.5,0.0379759762609188,-0.0101382661524595,1.43256117325339e-16,0.999825276094147,0.00463485133103227,0.0181087931522637,-8.39462314585994e-05
0.21,0.00301272543302924,-0.000817313016128143,1.5,0.0415972067068628,-0.0110623319417191,1.42091963202246e-16,0.999811429441867,0.0047848158882365,0.0188202811344789,-9.00685644728053e-05
0.22,0.00344737988449904,-0.000932677122380044,1.5,0.0453563902235613,-0.0120151651329147,1.40931346680671e-16,0.999797432530446,0.00492748462762161,0.0195142140772366,-9.61754719076781e-05
0.23,0.00392030168641894,-0.00105770747482842,1.5,0.0492501092266714,-0.012995345569055,1.39774267496073e-16,0.999783322117516,0.00506292572244138,0.0201907192663633,-0.000102246266432766
0.24,0.00443281920709024,-0.00119267049918137,1.5,0.0532749704579842,-0.014001466063613,1.38620725380335e-16,0.999769133503056,0.00519120741710309,0.0208499242108368,-0.000108261275110673
0.25,0.00498622700386281,-0.00133781861413404,1.5,0.0574276049854239,-0.0150321324005256,1.37470720061767e-16,0.999754900556266,0.00531239801049255,0.0214919566129753,-0.000114201818354514
0.26,0.00558178606639643,-0.00149339036107324,1.5,0.0617046682030484,-0.016085963334194,1.36324251265106e-16,0.999740655742371,0.00542656584034816,0.0221169443401634,-0.000120050188976351
0.27,0.00622072405992213,-0.00165961053378216,1.5,0.066102839831049,-0.0171615905894835,1.35181318711513e-16,0.999726430149334,0.00553377926864918,0.022725015398071,-0.00012578963134024
0.28,0.00690423556850351,-0.00183669030814492,1.5,0.0706188239157504,-0.0182576588617235,1.34041922118579e-16,0.999712253514454,0.00563410666798346,0.0233162979053216,-0.000131404320632509
0.29,0.00763348233829809,-0.00202482737185128,1.5,0.0752493488296109,-0.0193728258167073,1.32906061200318e-16,0.999698154250846,0.00572761640886072,0.0238909200695667,-0.000136879342260839
0.3,0.00840959352081866,-0.00222420605410124,1.5,0.0799911672712223,-0.0205057620906926,1.31773735667171e-16,0.999684159473778,0.00581437684793769,0.0244490101649235,-0.000142200671392806
0.31,0.00923366591619456,-0.00243499745530971,1.5,0.0848410562653097,-0.021655151290401,1.30644945226007e-16,0.999670295026862,0.00589445631712213,0.0249906965107333,-0.000147355152643618
0.32,0.0101067642164331,-0.00265735957681113,1.5,0.0897958171627318,-0.0228196899930185,1.29519689580121e-16,0.999656585508071,0.00596792311352331,0.0255161074515998,-0.000152330479921914
0.33,0.0110299212486807,-0.00289143745056411,1.5,0.0948522756404808,-0.0239980877461949,1.28397968429231e-16,0.99964305429559,0.00603484549021687,0.026025371338665,-0.000157115176441691
0.34,0.0120041382184846,-0.00313736326885611,1.5,0.100007281701682,-0.0251890670680442,1.27279781469487e-16,0.999629723573476,0.00609529164779292,0.0265186165120843,-0.000161698574907621
