0,0,0,0,0,0,0,0,0,1.51129109227099e-15,1.51129109227099e-15,0,-1.87022272668536e-14,-1.87022272668536e-14,0,-2.86028325426749,-1.27662838373304,1.0546192300288
0.01,-1.18365292920326e-09,-5.28356398776077e-10,4.37170242850873e-10,0,-4.72647995695866e-07,-2.10985350087875e-07,1.7464265350757e-07,0,-0.000141387810711568,-6.31170003106127e-05,5.22800742358813e-05,-0.028114926942549,-0.0125519581749346,0.0104109261206204,-2.76270213423858,-1.23376325125014,1.02756599409527
0.02,-1.88083387080955e-08,-8.39654887132188e-09,6.95865290436927e-09,0,-3.74865692564423e-06,-1.67359442329564e-06,1.38812348274938e-06,0,-0.000559045834848506,-0.000249610325747751,0.00020731674788129,-0.0552540426847903,-0.0246752650250216,0.0205513198819055,-2.66512101420967,-1.19089811876725,1.00051275816175
0.03,-9.45585421503464e-08,-4.22181890176155e-08,3.50455709858181e-08,0,-1.25419383640692e-05,-5.60015790463198e-06,4.65448186385395e-06,0,-0.00124321596040641,-0.000555193463061615,0.000462404697342873,-0.0814173472267424,-0.0363699205502797,0.0304211812838553,-2.56753989418076,-1.14803298628436,0.973459522228217
0.04,-2.96769958211722e-07,-1.32515869625308e-07,1.10184175070078e-07,0,-2.9468822765166e-05,-1.31601413466227e-05,1.09607039370163e-05,0,-0.00218414007538239,-0.000975579899003915,0.000814838599027278,-0.106604840568405,-0.0476359247507088,0.0400205103264698,-2.46995877415185,-1.10516785380147,0.946406286294689
0.05,-7.19453680789797e-07,-3.21292513344892e-07,2.67595310962311e-07,0,-5.7048059463101e-05,-2.54801451693108e-05,2.12667226064977e-05,0,-0.00337206006777356,-0.00150648312032636,0.00126191312934115,-0.130816522709779,-0.058473277626309,0.0493493070097491,-2.37237765412294,-1.06230272131858,0.919353050361161
0.06,-1.48132039152366e-06,-6.61602721364878e-07,5.51963887330627e-07,0,-9.77008166720114e-05,-4.36439046602561e-05,3.65054175406263e-05,0,-0.00479721782557701,-0.00214361661378067,0.00180092296469114,-0.154052393650864,-0.0688819791770803,0.058407571333693,-2.27479653409403,-1.01943758883568,0.892299814427633
0.07,-2.72480454859364e-06,-1.21712412208696e-06,1.01716834334675e-06,0,-0.000153750681486006,-6.8692289974536e-05,5.75826151717965e-05,0,-0.00644985523678988,-0.00288269386611854,0.00242916278148389,-0.17631245339166,-0.0788620294030227,0.0671953032983017,-2.17721541406512,-0.976572456352791,0.865246578494104
0.08,-4.615088575521e-06,-2.06172871980119e-06,1.72601011632667e-06,0,-0.000227423659879164,-0.000101623306134744,8.53770886964689e-05,0,-0.00832021418940925,-0.00371942836409169,0.00314392725612606,-0.197596701932167,-0.0884134283041361,0.0757125029035751,-2.07963429403621,-0.933707323869899,0.838193342560576
0.09,-7.33912704996764e-06,-3.27905424336115e-06,2.74994310937133e-06,0,-0.000320848176705536,-0.000143392093030993,0.000120740558075171,0,-0.0103985365714322,-0.00464953359445183,0.00394251106502428,-0.217905139272384,-0.0975361758804207,0.0839591701495132,-1.9820531740073,-0.890842191387006,0.811140106627048
0.1,-1.11046708925358e-05,-4.96207549485911e-06,4.16880315900727e-06,0,-0.000436055075699145,-0.00019491092542091,0.000164497690032497,0,-0.012675064270856,-0.00566872304395067,0.00482220888458521,-0.237237765412313,-0.106230272131876,0.0919353050361161,-1.88447205397839,-0.847977058904114,0.78408687069352
0.11,-1.6139291555568e-05,-7.21267569830123e-06,6.07053750282731e-06,0,-0.000574977619473982,-0.000257049212929641,0.000217446098057106,0,-0.0151400391756775,-0.00677271019933992,0.00578031539121548,-0.255594580351952,-0.114495717058503,0.0996409075633836,-1.78689093394948,-0.805111926421222,0.757033634759991
0.12,-2.26894052119461e-05,-1.01412178482827e-05,8.5509342471312e-06,0,-0.000739451489524012,-0.000330633500049849,0.000280356342401726,0,-0.017783703173894,-0.0079572085473713,0.00681412526132176,-0.272975584091302,-0.122332510660301,0.107075977731316,-1.68930981392057,-0.76224679393833,0.729980398826463
